Gene name,chr,start,end
RN7SKP27,2,22861552,22861884
AC236668.1,X,113944186,113944399
AC002416.1,X,69692956,69693155
SNORD117,6,31536374,31536449
AC079416.1,16,53334562,53334664
RN7SL369P,14,67705954,67706252
SNORD116-18,15,25085385,25085476
AC007956.1,14,74711936,74712045
SNORD114-28,14,100989130,100989201
MIR548AU,9,93594841,93594894
AC004079.1,7,27099856,27099957
SNORA38,6,31623079,31623210
AC096917.1,3,60856389,60856605
SNORA2A,12,48656648,48656782
AL354926.1,CHR_HG2022_PATCH,91356877,91357036
RNA5SP148,3,178429197,178429290
AL391241.1,X,124197743,124197849
MIR6844,8,124508515,124508576
RN7SL811P,6,44209766,44210063
CR753842.2,CHR_HSCHR6_MHC_DBB_CTG1,31645466,31645579
RNU6-946P,10,26790540,26790646
SNORA56,X,154774998,154775126
MIR5681B,8,74548550,74548609
RN7SL253P,4,173141643,173141938
RNU6-393P,7,98794718,98794824
SNORD114-1,14,100949833,100949904
RNU7-141P,20,59852667,59852728
MIR510,X,147272335,147272408
CR936875.1,CHR_HSCHR6_MHC_MCF_CTG1,31011157,31011248
RNU6-881P,9,131126990,131127091
SNORD117,CHR_HSCHR6_MHC_QBL_CTG1,31526642,31526717
SNORA44,1,28580381,28580512
RNA5SP339,11,27521605,27521726
SNORA15B-2,7,65760052,65760186
MIR548AO,8,41271048,41271143
AL049766.1,20,49279116,49279208
MIR3907,7,151433489,151433639
RNA5SP18,1,228647912,228648032
AC011043.1,GL000195.1,42939,49164
AC079953.2,CHR_HSCHR12_3_CTG2_1,101205448,101205554
MIR30C2,6,71376960,71377031
AL031681.1,20,43451159,43451260
RN7SKP212,3,130811768,130812095
MIR96,7,129774692,129774769
RN7SL65P,2,174240143,174240457
RNU6-1294P,3,142407657,142407737
BX927235.4,CHR_HSCHR6_MHC_MANN_CTG1,32549943,32550090
AC100840.1,15,64111458,64111569
SNORD3E,X,70846080,70846295
MIR106B,7,100093993,100094074
AC055855.1,15,66348276,66348375
RNU6-1123P,11,119656311,119656416
MIR6780B,6,43434542,43434620
MIR548A2,6,135239160,135239256
SNORD32A,19,49489965,49490048
MIR4656,7,4788565,4788639
RNU6-308P,5,95521369,95521475
AC022296.1,3,133551186,133551315
AC007351.3,12,97493178,97493286
SNORD63B,5,138558970,138559039
MIR3660,5,90016621,90016720
Z93017.1,6,33562880,33563130
AC233698.2,CHR_HSCHR17_7_CTG4,36405198,36405304
RN7SL122P,1,32457835,32458135
MIR1306,22,20086058,20086142
AC111186.1,17,75089862,75089974
MIR5685,6,53276993,53277071
RNU6-1237P,1,40177843,40177949
RNU7-157P,7,57227001,57227066
MIR581,5,53951504,53951599
RNU7-107P,10,50590652,50590712
RN7SL432P,1,114697627,114697924
AL627313.2,1,26593940,26594041
MIR6070,21,43609887,43609989
RNU7-61P,16,30483135,30483195
MIR1294,5,154347106,154347247
AL645729.1,1,28689665,28689794
MIR4442,3,25664873,25664939
RN7SL449P,17,57618108,57618393
RNA5SP374,12,118829681,118829805
RN7SKP186,6,30864250,30864552
AC115989.2,17,19649494,19649587
RN7SL286P,15,32602121,32602411
RNU6-830P,1,55398514,55398620
MIR3130-1,2,206783234,206783308
MIR4791,3,19314848,19314931
RN7SKP102,2,123869256,123869570
MIR99A,21,16539089,16539169
AL158032.1,13,21139886,21139957
RNU6-1084P,8,11392411,11392517
AC009121.2,16,11274113,11274236
RNA5SP459,18,55146546,55146645
MIR521-1,19,53748636,53748722
RNU6-285P,8,73018945,73019044
MIR646,20,60308474,60308567
RNU6-617P,2,131602790,131602896
AL138883.1,6,16232231,16232330
MIR1471,2,231892242,231892298
SNORD116-16,15,25082768,25082859
AL136038.3,14,63621760,63621871
RNU6-209P,5,164935162,164935268
CR759763.3,CHR_HSCHR6_MHC_MCF_CTG1,30136615,30136690
MIR519C,19,53686469,53686555
MIR7704,2,176188843,176188901
SCARNA22,4,1974636,1974760
MIR7515,2,6650373,6650439
RN7SL633P,22,31059989,31060285
RNA5SP535,11,102057854,102057960
RN7SL35P,7,80318253,80318544
RN7SL705P,18,62650308,62650601
RNU6-1013P,9,111839828,111839934
AC025362.1,17,64146337,64146471
RNY4P27,13,95336106,95336201
MIR4316,17,77396984,77397054
MIR6782,17,44207771,44207839
MIR6777,17,17813480,17813545
RNU2-25P,9,2162763,2162953
RN7SL623P,5,170866835,170867144
RN7SL58P,5,18547312,18547605
SNORD12,20,49280683,49280772
AC087073.1,2,52297995,52298096
RNU6-1330P,5,74779309,74779413
MIR301A,17,59151136,59151221
VTRNA1-2,5,140718925,140719013
MIR8071-1,14,105621116,105621180
RN7SKP204,6,13547704,13548013
RNA5SP461,18,77863464,77863567
MIR328,16,67202321,67202395
RNU1-136P,6,53219261,53219424
RNU6-173P,4,188121531,188121634
AL135998.2,14,22756761,22756829
MIR212,17,2050271,2050380
MIR6758,12,57512688,57512750
MIR548W,16,26025237,26025310
AC139677.1,CHR_HSCHR17_1_CTG5,46833127,46833407
RNU6-513P,22,42569147,42569250
RNU6-79P,13,72881108,72881214
RNU6-158P,4,48932755,48932854
AC018951.1,11,40351564,40351672
RNU6-1037P,18,66946116,66946222
MIR6765,14,105150778,105150864
AL157789.1,14,69804203,69804331
RN7SL182P,3,49083233,49083532
MIR3119-1,1,170151378,170151462
MIR134,14,101054687,101054759
RN7SL807P,2,223248498,223248794
AC010127.1,2,166123494,166123597
RN7SKP217,15,76736641,76736980
AL662797.1,6,30736304,30736414
MIR1252,12,79419257,79419321
RNA5SP291,9,103689473,103689577
MIR4259,1,159899979,159900079
RNU7-51P,14,83048579,83048640
NLRP2,CHR_HSCHR19LRC_LRC_S_CTG3_1,54972989,55008845
RNY3P10,13,69802940,69803041
AL049766.3,20,49280485,49280571
MIR7851,12,42323700,42323859
MIR5698,1,154104521,154104592
AC015884.3,17,1101007,1101273
RNU11,1,28648600,28648733
RN7SKP142,16,51671236,51671563
RNU1-138P,4,113420323,113420486
MIR4690,11,65636310,65636369
RNU6-820P,9,68935873,68935979
AC005995.1,7,6004283,6004385
AL356273.2,1,185257911,185258015
RN7SKP5,13,46249942,46250213
MIR8083,1,153689705,153689793
AC008850.1,5,96962656,96962757
MIR4675,10,20551970,20552046
RNU6-58P,13,23217432,23217534
MIR6769B,1,206474803,206474864
AC005787.1,19,3521248,3521320
RNU7-26P,6,27897504,27897566
RNA5SP180,5,17156971,17157071
MIR1911,X,114763184,114763263
SCARNA4,1,155925958,155926086
AL160163.1,6,41917416,41917526
RNU6-908P,10,29711915,29712008
RNU1-57P,X,113949917,113950082
RNU6-1333P,2,238028971,238029063
RNU6-464P,6,53153795,53153898
RNA5SP525,X,151026295,151026406
MIR371B,19,53787677,53787742
AC123595.2,5,91314716,91314997
MIR4681,10,119377972,119378043
MIR1231,1,201808611,201808702
AC079403.1,4,157064557,157064663
RNU4ATAC8P,1,73883714,73883822
RNU1-62P,3,72576691,72576854
MIR4757,2,19348429,19348505
AC013452.1,15,49137762,49137863
MIR6747,11,62567011,62567071
MIR4682,10,119958513,119958592
RNU6-31P,2,200830009,200830116
RNU6-514P,1,23162704,23162810
SNORD114-30,14,100991919,100991990
SNORD13P1,22,42076058,42076161
MIR559,2,47377675,47377770
MIR483,11,2134134,2134209
SNORD115-45,15,25264510,25264590
AP001894.1,11,93827622,93827734
MIR5579,11,79422169,79422226
RNU6-992P,21,36066545,36066652
RNU6-441P,10,82340771,82340876
SCARNA15,15,82755945,82756071
SNORD114-23,14,100983876,100983947
MIR4776-2,2,212926257,212926336
MIR200C,12,6963699,6963766
MIR4494,12,47364186,47364269
RNY3P3,13,78355227,78355328
AC097376.1,4,139436368,139436494
AL158069.2,X,69672479,69672597
RNU6-783P,11,23849778,23849882
MIR4535,22,48780295,48780353
MIR3908,12,123536409,123536534
RN7SL178P,8,8582352,8582655
AC024051.10,17,43251829,43252019
MIR623,13,99356131,99356228
MIR15A,13,50049119,50049201
AC244154.1,17,38231043,38231144
RNU6-402P,5,98889731,98889833
MIR26A1,3,37969404,37969480
MIR6511B2,16,15134075,15134145
RN7SL868P,5,149722070,149722372
RNU6-1200P,3,117544205,117544311
AC116913.2,15,66502019,66502089
MIR7855,14,64785626,64785686
RNU6-512P,2,135656477,135656579
AC023050.2,12,31811088,31811190
SNORD138,5,86620497,86620575
MIR5093,16,85306226,85306325
RN7SL493P,16,10221775,10222073
AL357060.1,6,137784374,137784486
MIR329-1,14,101026785,101026864
AC013828.1,11,13686550,13686658
MIR1289-2,5,133427596,133427706
RN7SKP118,16,67321658,67321987
RNU6-1125P,7,54621025,54621131
RNU7-99P,16,6748908,6748969
MIR656,14,101066724,101066801
RNU6-167P,18,31345362,31345467
MIR4426,1,192716328,192716390
RNU1-115P,X,133238657,133238816
RN7SKP203,2,76445079,76445410
MIR6873,6,33287227,33287289
AC112786.1,2,130929762,130929883
AC021863.1,4,81928313,81928439
MIR4319,18,44970082,44970166
MIR6124,11,12163683,12163767
RNU5F-2P,1,179576268,179576349
MIR634,17,66787072,66787168
MIR6509,7,135206994,135207078
AC090527.1,15,45591984,45592085
SNORD19B,3,52690744,52690827
MIR373,19,53788705,53788773
MIR1260B,11,96341438,96341526
RNA5SP382,14,20414987,20415098
RNU6-366P,14,92265702,92265807
MIR3186,17,81451104,81451188
AL391314.1,10,12415928,12416000
AC017087.1,4,178685886,178685956
MIR548F4,7,147378017,147378121
MIR3920,11,101519820,101519905
MIR6804,19,55230885,55230952
AP000552.5,22,21396273,21396590
MIR187,18,35904818,35904926
SNORD13P3,3,47250523,47250626
RNU1-41P,Y,18833729,18833890
RNA5SP147,3,176763233,176763341
MIR6841,8,24953796,24953867
RNU6-228P,20,14352320,14352425
MIR4263,2,27996367,27996449
AC007679.3,2,206007880,206007974
MIR4495,12,97939056,97939121
MIR660,X,50013241,50013337
MIR1302-11,19,71973,72110
AC005076.1,7,87218611,87218712
MIR6508,21,39447010,39447069
RNU6-578P,4,12312588,12312690
RNU6-770P,6,108392073,108392177
RNY1P1,13,27402476,27402587
MIR8079,13,44196129,44196200
RNU7-73P,3,37573151,37573213
AC015982.1,2,55565703,55565850
MIR4265,2,109141490,109141588
MIR1248,3,186786672,186786777
RN7SKP284,3,86362132,86362474
RNU6-428P,3,146571477,146571583
MIR7703,14,24143489,24143565
AC009014.1,5,136134082,136134248
SCARNA21,17,7906122,7906260
MIR3618,22,20085746,20085833
RN7SL658P,X,16539137,16539439
RNA5SP78,1,229549905,229550022
MIR572,4,11368827,11368921
NLRP7,CHR_HSCHR19LRC_COX1_CTG3_1,54852540,54876536
MIR3713,15,76586647,76586691
AC110994.1,3,101458530,101458626
AL137790.1,1,110272484,110272607
AL050343.1,1,51724775,51724896
MIR3684,4,98997387,98997460
MIR4275,4,28819582,28819668
SNORD3J,10,43417249,43417438
MIR6768,16,2463967,2464038
RNU12-2P,X,47132671,47132826
RNU6ATAC30P,14,49684544,49684665
AC074367.2,2,63168600,63168847
RNU6-1238P,11,67395210,67395311
MIR378H,5,154829458,154829540
RN7SKP289,12,53816185,53816479
MIR3945,4,184851013,184851110
MIR3179-2,16,16300159,16300242
RNU6-1228P,9,75198071,75198177
AL662848.3,CHR_HSCHR6_MHC_COX_CTG1,30854117,30854419
AC116348.1,16,30453997,30454097
RN7SL354P,15,50688900,50689193
MIR7159,6,33899135,33899200
RNU6-410P,4,55031965,55032071
MIR4638,5,181222566,181222633
RNA5SP482,20,32050588,32050705
RN7SL800P,17,62005737,62006016
MIR548AJ1,6,132115192,132115263
MIR27A,19,13836440,13836517
RNU1-61P,6,32549940,32550090
AC104787.1,4,157768013,157768113
RNU2-62P,6,27109790,27109980
RNU6-384P,20,31581089,31581192
SNORD57,20,2656939,2657010
MIR3654,7,133034860,133034915
MIR3683,7,7066964,7067045
AC006583.1,3,37093133,37093234
MIR4261,2,10192614,10192671
RNU6-1329P,12,92952639,92952745
AC008013.1,12,31076867,31077016
AL161448.1,9,38147428,38147561
MIR548V,8,17681578,17681657
RNU4-45P,21,22205192,22205332
TFPT,CHR_HSCHR19LRC_LRC_T_CTG3_1,54107066,54115801
MIR548AA1,8,123348034,123348130
AC007533.1,16,47313027,47313121
MIR4772,2,102432289,102432366
AC010240.1,5,132945342,132945454
MIR3150A,8,95072914,95072993
MIR7112,8,144262673,144262737
RNA5SP210,6,81622200,81622319
RNU6-274P,7,89754620,89754726
AC093605.1,4,176098163,176098285
RNU2-8P,6,121580332,121580521
AC055872.2,17,6521131,6521412
MIR9500,2,218823090,218823154
MIR24-1,9,95086021,95086088
MIR6895,X,53195411,53195488
RNU6-929P,20,56785981,56786087
AC084198.1,3,101647421,101647522
RNU6ATAC33P,11,10399192,10399317
SNORD48,CHR_HSCHR6_MHC_QBL_CTG1,31825510,31825572
MIR548X,21,18686090,18686164
AC093416.2,3,25618132,25618312
MIRLET7F2,X,53557192,53557274
MIR32,9,109046229,109046298
RN7SKP214,22,37055033,37055347
RN7SL702P,Y,12273473,12273764
RNU5A-2P,4,81334303,81334418
AL138499.1,14,55651534,55651634
MIR4790,3,5250177,5250255
RN7SL306P,7,128970734,128971029
AC011994.1,2,11561661,11561779
MIR92A2,X,134169538,134169612
MIR4669,9,134379411,134379472
MIR8064,3,52846463,52846552
SNORA17A,9,136726747,136726879
RNA5SP50,1,73749517,73749623
RNU6-692P,2,147408342,147408448
RNA5SP344,11,75934936,75935039
AC131957.1,2,14530941,14531223
SNORA53,12,98599635,98599883
RN7SKP65,CHR_HSCHR12_1_CTG2_1,57977965,57978277
MIR3690,X,1293918,1293992
MIR548AG1,4,60922619,60922684
AC171558.1,KI270727.1,386278,387620
MIR223,X,66018870,66018979
MIR367,4,112647874,112647941
AL445883.1,14,34659564,34659878
RNU6ATAC13P,4,170891467,170891597
AC026634.1,18,23456371,23456467
RNA5SP409,16,35735625,35735733
RNA5SP131,3,50419781,50419899
RN7SKP113,4,4920770,4921064
MIR508,X,147236913,147237027
AL031685.2,20,49932795,49933078
AC112497.2,X,15702602,15703243
MIR3688-1,4,159128802,159128894
RN7SKP32,8,47068021,47068323
RNU6-747P,1,243081156,243081259
RNU6-713P,12,40554161,40554267
RNU6-976P,14,84739942,84740052
RNU6-700P,12,9624122,9624228
AC106897.1,4,185415973,185416086
AC118344.2,19,40342329,40342441
RNA5SP320,10,73706490,73706613
AC093826.2,4,129041766,129041877
RN7SL42P,11,59214406,59214699
MIR7161,6,158609707,158609790
RNU1-44P,4,146580048,146580210
AC073149.1,2,226968989,226969122
RN7SKP258,9,18651147,18651450
RNU4-41P,12,98417896,98418038
AL359260.1,10,110642678,110642785
AC068985.1,3,154007367,154007502
RN7SKP28,4,96348734,96349038
MIR1255B2,1,167998660,167998726
RNA5SP197,5,151477459,151477577
MIR651,X,8126965,8127061
AL669854.3,CHR_HSCHR6_MHC_COX_CTG1,31392641,31392739
TARM1,CHR_HSCHR19LRC_LRC_I_CTG3_1,54069947,54081380
RNU6-465P,1,120126974,120127074
AL031428.2,1,23057858,23057934
RNA5SP243,7,128697710,128697744
AC063943.1,12,120504571,120504659
SNORD32B,6,29582249,29582332
MIR1295A,1,171101728,171101806
RNU1-20P,3,192729555,192729716
MIR548I4,X,84225752,84225828
BX927235.3,CHR_HSCHR6_MHC_MANN_CTG1,32611491,32611638
AP000254.1,21,31664306,31664482
MIR6740,1,202003124,202003236
AL671532.1,GL000225.1,183252,183364
MIR215,1,220117853,220117962
RNA5SP378,12,131801315,131801434
MIR6730,1,12578957,12579023
MIR3678,17,75406069,75406162
MIR6507,10,98924499,98924568
RNU6-462P,4,101723876,101723980
RNU6-640P,2,86515204,86515308
RNA5SP238,7,114613787,114613906
RNA5SP186,5,76091708,76091801
AP001107.10,11,66374138,66374435
TSEN34,CHR_HSCHR19LRC_LRC_T_CTG3_1,54190866,54195141
SNORA9,7,44985378,44985510
MIR7856,1,86357632,86357687
RNU6-672P,11,72869544,72869650
MIR140,16,69933081,69933180
RNU2-26P,X,91798093,91798283
AC137499.2,22,16486985,16488322
AL132709.3,14,100977389,100977466
RN7SKP72,18,1323794,1324085
AL139100.1,6,34821445,34821542
AL355480.2,1,45592722,45592814
RN7SL372P,1,153704088,153704385
AC131011.1,X,23782210,23782310
AL049765.2,20,52482801,52482991
MIR3181,16,50742305,50742377
AC011043.2,GL000195.1,37434,37534
RNU4-82P,9,124887410,124887549
RN7SL814P,5,74317986,74318285
RNA5SP213,6,114220681,114220786
MIR4297,10,129843299,129843374
AL133548.1,9,75181520,75181621
RNU6-690P,8,95599114,95599219
AL359396.1,14,25806648,25806712
AC013603.1,8,33540040,33540137
AC107081.4,2,61928634,61928704
AC104070.1,4,186130021,186130155
MIR4425,1,25023503,25023586
AL133320.1,1,67102645,67102779
RNU6-447P,11,152999,153102
RN7SL745P,18,23004564,23004862
SNORD116-28,15,25104642,25104732
RNU7-133P,6,14156462,14156523
AC114940.2,5,106546665,106546803
AL034410.1,X,46073651,46073935
RNA5SP252,8,10686569,10686687
RN7SL442P,17,16191832,16192151
AC022023.1,10,114168156,114168280
AC026740.3,5,716808,766919
GU182347.1,CHR_HSCHR19KIR_FH15_B_HAP_CTG3_1,54940611,54940717
RN7SL865P,12,115717725,115718013
RNU4-87P,4,165252580,165252661
AC025682.1,17,47557413,47557514
SNORA51,20,2655067,2655198
AC023137.1,2,20480844,20480955
RNU6-710P,9,111996635,111996739
Z97632.1,X,136571705,136571815
RNA5SP101,2,96956708,96956815
AC010327.1,19,55167171,55167274
SCARNA10,12,6510222,6510551
RN7SKP266,7,18807993,18808279
RNU1-125P,16,3069523,3069651
CNOT3,CHR_HSCHR19LRC_PGF2_CTG3_1,54138182,54156191
MIR934,X,136550878,136550960
RN7SKP224,2,48217575,48217899
AC004130.1,7,20377331,20377401
RPS6KA1,CHR_HG2058_PATCH,26529761,26575030
RNU6-15P,10,21321961,21322067
AL138691.1,13,112052078,112052138
RNU6-172P,12,101796410,101796502
MIR502,X,50014598,50014683
RNU6-609P,1,200014689,200014795
RNU6-668P,4,164787290,164787396
AC087397.1,18,34001698,34001799
RNU6-94P,15,50347423,50347529
AC092868.1,15,59408905,59409015
MIR3960,9,127785833,127785923
RN7SKP65,12,57977965,57978277
RN7SL382P,4,139100377,139100658
RN7SL132P,7,34753424,34753719
MIR876,9,28863626,28863706
RNU6-1201P,17,48088678,48088784
RNU1-62P,CHR_HG126_PATCH,72577040,72577203
AC018500.1,3,12576961,12577237
RN7SL394P,10,67825310,67825600
VSTM1,CHR_HSCHR19LRC_LRC_T_CTG3_1,54040833,54063953
MBOAT7,CHR_HSCHR19LRC_LRC_T_CTG3_1,54173854,54190480
MIR7705,8,100702968,100703024
AC024575.1,19,11408772,11408880
RNU6-1004P,12,121604902,121605012
RN7SKP236,21,25101132,25101415
SCARNA3,1,175968398,175968540
MIR105-1,X,152392219,152392299
AL391987.2,9,61861625,61863200
MIR378D2,8,93916022,93916119
RN7SL727P,X,140085855,140086150
RN7SL619P,19,13815062,13815319
MIR548F5,X,32641474,32641559
AC240565.1,17,90796,90899
AP001619.3,21,41882205,41882300
MIR383,8,14853438,14853510
RNU6-824P,6,154825176,154825279
AL021938.1,6,15522195,15522300
MIR590,7,74191198,74191294
MIR3689E,9,134850570,134850641
RNA5SP172,4,177457111,177457228
AC122108.1,15,44843612,44843724
RNU6-1325P,4,59834063,59834167
MIR4283-1,7,56955785,56955864
AL139098.1,6,121378797,121378898
MIR181A2,9,124692442,124692551
SNORD113-5,14,100938187,100938264
RPS9,CHR_HSCHR19LRC_PGF2_CTG3_1,54201473,54208260
RNU6-990P,17,30360463,30360566
RNU6-42P,3,196784980,196785086
MIR596,8,1817231,1817307
SNORD14A,11,17074654,17074744
RN7SL176P,12,100158502,100158765
RNU6-371P,1,62298149,62298256
MIR589,7,5495819,5495917
RNU6-678P,3,133664926,133665034
MIR153-2,7,157574336,157574422
CR847794.2,CHR_HSCHR6_MHC_MANN_CTG1,31215489,31217512
SNORA5B,7,45105968,45106099
MIR4655,7,1844180,1844253
RN7SL629P,5,87294189,87294473
MBOAT7,CHR_HSCHR19LRC_LRC_S_CTG3_1,54173854,54190480
BX323048.1,1,91261625,91261724
MIR4650-1,7,67114322,67114397
BX927229.4,CHR_HSCHR6_MHC_MANN_CTG1,30031073,30031140
MIR1229,5,179798278,179798346
RNU6-1246P,1,72717663,72717769
AL732366.1,X,20136306,20136385
AP001033.1,18,9249649,9249746
MIR550B1,7,30289794,30289890
RNU6-1011P,8,103384961,103385067
MIR7978,4,21464700,21464758
RNU7-102P,8,69110513,69110574
RNU4-31P,7,156872078,156872218
AC135279.1,12,64355762,64355865
MIR8056,5,173347455,173347536
MIR3197,21,41167557,41167629
RNU6-705P,5,181301967,181302070
RNU6-877P,1,51382308,51382414
CR759960.2,CHR_HSCHR6_MHC_APD_CTG1,30028383,30028450
RNU6-480P,5,51055353,51055459
RNU6-368P,9,67869947,67870053
MIR4752,19,54282109,54282180
MIR6831,5,140563671,140563751
RNU6-1290P,2,175029769,175029877
MIR3188,19,18282077,18282161
RN7SKP229,1,181839473,181839774
AC093872.1,4,110433109,110433188
MIR449C,5,55172262,55172353
RNA5SP160,4,40990154,40990273
RNU6-819P,8,47131781,47131887
RNU6-697P,10,68846805,68846911
MIR6510,17,41517164,41517217
RN7SL474P,8,16863196,16863496
SNORD116-26,15,25099499,25099594
AC007325.4,KI270734.1,131494,137392
MIR4762,22,45760524,45760598
AC243827.2,CHR_HSCHR15_4_CTG8,32326292,32326396
RNU6-614P,21,13047583,13047689
MIR4720,16,81385018,81385093
RN7SKP89,5,114253513,114253754
MIR33A,22,41900944,41901012
RN7SKP171,9,37661747,37662049
RNY4P23,X,70396279,70396375
RN7SL322P,19,47581023,47581321
MIR3176,16,543277,543366
ABBA01037345.1,KI270442.1,217250,217401
MIR1257,20,61953546,61953662
RN7SL392P,1,67656831,67657129
RNU6-1051P,2,237015204,237015305
RNU7-104P,2,178831371,178831449
MIR548AP,15,85825635,85825730
SNORA50C,17,64146339,64146471
RN7SL337P,19,14584095,14584395
RN7SKP159,8,5910945,5911236
MIR8073,13,110340958,110341029
MIR3617,20,45705102,45705180
CU633904.1,21,7474394,7474494
AC141272.1,KI270728.1,1270984,1271271
RNU6-176P,1,28142737,28142841
MIR6811,2,237510931,237510988
AC004792.1,19,56848068,56848204
RNU6-646P,3,196708859,196708964
RNA5SP530,9,41237440,41237557
MIR1279,12,69273157,69273218
AC136616.3,KI270728.1,1157687,1240349
AL590730.2,10,36438661,36438788
MIR4779,2,86193026,86193108
AC069223.1,3,100646121,100646197
RNY3P7,13,77623372,77623472
RNA5SP230,7,44125752,44125873
RN7SL216P,3,25020166,25020463
MIR5100,10,42997563,42997681
RNU6-954P,21,13968489,13968595
MIR526B,19,53694393,53694475
SNORD32B,CHR_HSCHR6_MHC_DBB_CTG1,29582205,29582288
MIR4254,1,31758660,31758735
SNORD32B,CHR_HSCHR6_MHC_MANN_CTG1,29581840,29581923
AL021395.2,20,43304555,43304679
AC008705.1,5,168033091,168033205
MIR3976,18,5840695,5840833
AC073621.1,17,17460444,17460522
BX004987.1,GL000009.2,56140,58376
RNY4P30,13,49889634,49889728
RN7SL565P,9,41578903,41579186
RNU6-1223P,19,1616492,1616595
AC078881.2,4,177457111,177457228
MIR5587,16,535316,535368
RNU6-949P,1,27675603,27675709
CU464055.1,CHR_HSCHR19LRC_LRC_T_CTG3_1,54813162,54813268
AC106821.1,5,24910594,24910695
AC005034.1,2,75627950,75628168
SNORA74C-2,10,49954214,49954414
RNA5SP324,10,96619376,96619483
AC093024.1,12,101446825,101446932
AL691477.1,X,134799782,134799945
MIR1469,15,96333261,96333307
AC243562.4,15,84467901,84468147
AC022100.1,5,149695748,149695959
RNU6-836P,4,41084607,41084713
MIR891B,X,146001053,146001131
RNU6-291P,1,11226254,11226360
AC008427.1,5,149940030,149940131
RNU6-932P,2,157985789,157985894
MIR18A,13,91350751,91350821
RN7SL726P,9,70579163,70579461
RN7SL304P,1,19970969,19971269
RN7SL169P,5,64539504,64539792
MIR3672,X,121370972,121371053
AC010980.1,2,222404985,222405095
MIR4496,12,108635810,108635870
SNORD114-2,14,100951856,100951933
RNA5SP520,Y,17557864,17557976
RN7SL230P,1,179900262,179900564
TARM1,CHR_HSCHR19LRC_COX2_CTG3_1,54069947,54081380
AL662866.1,CHR_HSCHR6_MHC_COX_CTG1,31484150,31484251
AC106741.1,16,76469508,76469595
RNU6-1047P,3,127240968,127241074
MIR222,X,45747015,45747124
